customer_id,age,gender,tenure_months,total_spend_inr,num_support_tickets,last_order_days_ago,churn_status
101332,49,Female,23,,0,279,Churned
101333,32,Male,58,74274.21,0,65,Churned
101334,52,Male,55,59654.85,1,344,Churned
101335,36,Female,33,61542.37,4,276,Active
101336,30,Female,63,29573.07,5,32,Active
101337,27,Female,60,20058.06,0,353,Churned
101338,999,F,61,45271.18,3,164,Churned
101339,30,Male,61,66048.38,1,353,Active
101340,37,Female,69,54701.69,0,161,Active
101341,36,Female,21,35940.96,1,325,Active
101342,35,,3,56736.84,99,82,Active
101343,40,M,48,52089.42,0,265,Active
101344,49,F,10,,0,42,Active
101345,46,Male,42,20503.23,1,199,CHURNED
101346,17,Female,66,9829.05,0,383,Active
101347,4,Male,46,35783.79,3,207,Active
101348,46,Male,9,27719.98,1,110,Active
101349,18,F,49,73139.72,3,132,Active
101350,32,Male,4,1555.31,0,231,Active
101351,20,,60,70070.35,3,72,Active
101352,13,Male,29,71675.86,0,328,Active
101353,41,M,47,4770.92,0,124,Churned
101354,44,Male,63,66828.17,4,197,Churned
101355,28,Male,31,35837.63,2,279,Active
101356,3,Male,51,57695.15,0,107,Active
101357,-5,Female,41,,0,354,Active
101358,39,Male,36,71685.21,0,143,Active
101359,17,Female,40,45958.59,5,51,CHURNED
101360,37,Male,60,67503.38,3,123,Active
101361,34,Male,15,50799.27,0,50,Churned
101362,41,Male,30,40723.96,0,339,Churned
101363,36,Female,30,13764.68,0,281,Active
101364,23,M,27,14168.61,2,39,Active
101365,49,F,40,35970.2,0,324,Active
101366,33,Male,45,65412.72,0,328,Active
101367,34,Female,47,9526.18,1,375,Active
101368,23,Female,56,74880.5,3,362,Active
101369,-5,Male,54,65817.51,1,269,Churned
101370,24,Female,9,30049.35,4,166,Active
101371,32,Female,65,19730.76,4,36,Active
101372,55,Male,70,69227.71,2,376,Active
101373,18,Male,1,10117.66,0,109,Churned
101374,15,Male,13,26699.46,1,243,Churned
101375,52,Female,38,7209.51,0,124,Churned
101376,32,Male,45,71556.21,0,223,Active
101377,26,Male,40,46704.1,2,19,Churned
101378,47,Male,15,25877.29,3,37,Active
101379,27,Male,50,21385.75,0,217,Active
101380,56,Male,2,33862.98,1,101,Active
101381,43,F,53,7762.01,0,193,Active
101382,-5,Male,26,66811.82,0,85,Active
101383,60,Female,66,38809.59,1,233,Churned
101384,27,Male,33,54657.26,1,39,Churned
101385,43,Female,59,18297.19,2,42,Active
101386,38,Female,26,38277.45,5,190,Churned
101387,50,Male,21,16620.37,0,309,Active
101388,53,M,49,61391.0,0,306,Active
101389,35,Female,71,58370.35,1,361,Active
101390,25,M,71,11966.97,0,107,CHURNED
101391,40,Female,66,6513.51,3,157,Active
101392,26,,37,61990.56,0,225,Active
101393,59,Female,14,9113.94,1,386,Active
101394,36,,7,41587.81,0,18,ACTIVE
101395,30,Female,38,40552.06,0,60,Churned
101396,37,Female,45,16017.86,1,372,Active
101397,18,Female,22,44760.38,1,142,Churned
101398,23,F,44,38203.89,3,118,Churned
101399,49,,35,38680.0,0,168,active
101400,27,Male,60,27617.8,0,192,Active
101401,22,Female,3,63043.71,1,286,Active
101402,41,Male,67,7243.42,0,29,Active
101403,49,Female,55,33458.11,1,157,Active
101404,43,Male,9,20226.41,0,19,Churned
101405,46,Male,69,63784.06,0,90,Active
101406,25,F,28,17655.96,0,110,Churned
101407,17,Male,15,57759.84,99,58,Churned
101408,53,Female,31,46252.13,3,116,CHURNED
101409,31,Female,59,65734.48,3,40,Active
101410,31,Male,54,44940.75,1,265,Active
101411,50,Male,68,42179.84,0,121,Active
101412,41,Female,47,60283.62,0,110,Active
101413,40,Male,42,42624.0,0,364,CHURNED
101414,60,M,23,63496.11,3,205,Churned
101415,27,,65,4649.53,1,159,Active
101416,999,Male,54,37641.09,5,334,Active
101417,35,Male,11,61139.17,1,95,Churned
101418,38,Female,63,63779.02,0,399,Churned
101419,53,Female,22,62720.1,0,34,Active
101420,41,Male,54,45724.22,4,242,Churned
101421,999,Male,36,74553.88,0,318,Active
101422,47,Female,58,14422.59,0,330,Active
101423,30,,20,13909.86,0,313,Active
101424,999,Male,16,3428.88,1,149,Churned
101425,22,Female,56,74210.95,0,103,Active
101426,11,,50,26753.52,0,310,Churned
101427,59,Female,66,57392.01,0,217,Active
101428,21,Female,13,5418.56,0,165,Active
101429,32,Female,15,23102.92,0,168,Active
101430,31,,27,47164.7,0,20,ACTIVE
101431,38,Female,8,39833.73,0,109,Active
101432,44,F,70,16373.37,0,199,ACTIVE
101433,45,Female,50,35157.88,0,233,Active
101434,28,Female,67,9049.87,0,172,Active
101435,32,Male,26,41160.06,0,184,Active
101436,38,Male,36,8173.67,2,218,Active
101437,32,Female,21,48059.22,1,17,ACTIVE
101438,54,Male,52,12496.46,3,42,Active
101439,40,Female,11,41484.36,1,156,Active
101440,43,Male,8,₹10554.93,0,21,Churned
101441,42,M,57,30652.57,1,151,Active
101442,49,Male,46,27035.53,2,111,Active
101443,37,M,2,56974.39,3,304,Active
101444,19,Female,64,48445.96,0,315,Active
101445,39,Male,52,70344.57,0,128,Active
101446,27,Female,65,69221.39,3,368,Churned
101447,28,Male,11,54649.71,0,52,Active
101448,42,Male,6,58023.34,0,273,Churned
101449,49,Male,64,47243.52,0,294,Active
101450,35,Male,55,52183.08,0,385,Churned
101451,38,,44,46674.46,1,75,Churned
101452,55,Male,14,24070.61,3,351,Active
101453,37,Female,5,26951.03,3,300,CHURNED
101454,66,Male,25,,0,88,Churned
101455,41,Female,50,54293.09,2,20,Active
101456,13,Male,71,31052.81,0,69,Active
101457,44,Female,2,11557.42,5,170,Churned
101458,39,Female,10,34996.87,0,154,Active
101459,50,Female,2,72275.9,2,305,Active
101460,43,Male,60,16842.43,1,106,Churned
101461,33,Female,45,49031.11,5,327,Active
101462,20,Male,8,73708.09,5,219,Active
101463,32,Male,58,,0,274,Active
101464,24,Female,7,66703.39,0,358,Active
101465,28,Female,21,64936.65,1,95,Churned
101466,42,Female,47,26089.33,0,265,Active
101467,55,Female,1,8290.28,4,322,Active
101468,39,Male,12,14211.9,0,246,Active
101469,20,Male,48,28065.44,0,316,Active
101470,40,Male,4,71975.94,0,108,Active
101471,49,Female,34,21309.31,1,293,Churned
101472,27,Female,32,69587.99,3,237,Churned
101473,33,Male,3,,1,29,CHURNED
101474,35,Female,68,72766.12,0,63,Churned
101475,25,Female,57,22726.74,0,15,active
101476,42,Female,24,47848.83,5,238,Active
101477,33,Female,33,6157.15,0,9,Active
101478,40,Female,3,23175.15,99,336,ACTIVE
101479,24,Female,4,16592.57,4,322,active
101480,29,Male,30,1252.83,1,1,Active
101481,43,Male,70,12600.96,4,121,Active
101482,30,Male,49,44889.67,0,9,Active
101483,55,Female,30,29854.09,4,313,Churned
101484,30,M,16,54470.25,0,184,Churned
101485,37,Female,53,50659.52,1,148,Active
101486,46,Male,6,60148.16,0,238,CHURNED
101487,17,Female,24,65159.85,1,377,Active
101488,999,M,28,61667.09,0,258,Churned
101489,16,F,21,34156.5,2,257,Active
101490,50,Female,8,23845.85,2,330,Active
101491,28,M,36,38170.38,5,310,CHURNED
101492,65,Male,9,40599.51,1,19,Active
101493,28,Male,40,24174.91,1,18,Churned
101494,37,Male,51,40960.48,4,280,Active
101495,53,Female,1,8827.69,4,127,Active
101496,59,Male,63,18097.09,1,308,Active
101497,59,Female,68,56207.56,3,214,Active
101498,49,Female,26,14529.58,1,276,ACTIVE
101499,47,Male,40,11288.8,0,395,Churned
101500,999,M,3,22263.4,3,329,ACTIVE
101501,44,Male,9,28457.63,2,207,Churned
101502,28,Male,32,25312.6,0,188,Churned
101503,25,Female,67,28720.8,0,16,Active
101504,34,Male,4,11353.51,1,141,CHURNED
101505,32,Female,6,13239.24,3,6,Active
101506,29,M,26,18451.79,0,281,Active
101507,43,F,2,30747.41,2,319,Active
101508,46,M,66,25856.53,0,175,Active
101509,36,Male,3,59558.78,0,15,Active
101510,52,Female,35,39888.33,0,310,Active
101511,21,Male,59,,4,128,Churned
101512,32,Male,38,42483.88,0,14,Churned
101513,26,Male,33,30509.35,0,249,Churned
101514,12,Male,15,73555.76,0,34,ACTIVE
101515,34,M,14,3762.33,0,386,active
101516,33,Male,66,16972.0,0,20,Churned
101517,53,Female,45,22064.45,0,250,Active
101518,-5,Female,48,66216.06,0,362,Churned
101519,22,Female,44,68996.32,1,272,Active
101520,57,,37,63611.68,0,195,Active
101521,49,Male,29,31854.37,2,238,Active
101522,41,Female,34,68682.17,0,103,Active
101523,32,Female,59,8289.6,4,307,Churned
101524,23,Male,43,49280.17,0,243,Active
101525,30,Female,33,70354.56,3,215,Active
101526,48,M,19,56862.59,0,243,Churned
101527,57,Male,8,21562.17,1,387,CHURNED
101528,-5,Male,31,54095.43,0,77,Active
101529,29,Male,11,22812.49,0,384,Active
101530,21,Female,8,9257.08,1,121,Active
101531,36,Female,25,54074.39,1,302,Active
101532,13,Female,20,14262.77,3,40,Churned
101533,38,Female,38,9218.81,1,29,Active
101534,33,F,7,41830.24,0,232,Active
101535,29,Female,39,46926.27,5,145,ACTIVE
101536,999,M,20,4778.17,1,249,Active
101537,41,M,11,1330.7,0,93,CHURNED
101538,28,Female,16,66273.2,5,325,Active
101539,20,Female,42,9528.69,5,85,Active
101540,0,M,52,44208.46,0,322,Active
101541,34,F,37,71562.42,0,246,Active
101542,56,Male,52,38881.35,0,75,Churned
101543,54,Male,9,,1,151,Active
101544,29,,35,30117.85,2,135,CHURNED
101545,27,Male,67,47179.12,2,190,CHURNED
101546,40,M,7,57450.13,1,34,Churned
101547,23,Male,2,45913.41,0,358,Active
101548,38,Male,25,3539.36,0,105,Active
101549,44,Male,41,11589.61,4,369,Active
101550,49,Male,52,28513.32,4,51,Churned
101551,33,Male,65,53222.81,0,172,Churned
101552,32,Female,38,44240.27,0,70,Active
101553,24,Female,67,4307.43,0,208,Active
101554,25,,42,59969.56,0,322,active
101555,999,Female,71,45779.21,0,96,Churned
101556,39,Female,54,66649.1,0,58,CHURNED
101557,45,Female,67,31906.33,0,120,Churned
101558,25,Female,64,37274.93,2,171,Churned
101559,52,Female,4,31010.76,4,111,Churned
101560,31,Male,31,54461.64,4,61,Churned
101561,34,Male,13,56657.68,1,256,Active
101562,26,Male,27,54519.94,2,156,Churned
101563,5,Male,59,22578.35,0,185,Active
101564,45,Female,65,48066.33,0,41,Active
101565,43,Male,64,26051.08,1,201,active
101566,31,F,25,62730.83,0,50,Churned
101567,35,F,37,5078.6,0,90,CHURNED
101568,41,,71,3791.34,1,237,active
101569,16,F,14,8526.42,0,346,Active
101570,28,Male,24,15974.88,3,325,Active
101571,44,Female,67,3785.02,4,377,Churned
101572,19,Male,48,6299.64,0,337,Active
101573,38,M,65,23648.18,0,282,Active
101574,-5,F,38,8384.51,0,154,Active
101575,40,M,70,60353.46,4,363,Active
101576,34,Female,59,4986.19,0,180,Churned
101577,15,Female,12,68186.78,0,88,Churned
101578,48,Male,54,65442.13,0,105,Churned
101579,26,Male,51,16420.44,0,73,Active
101580,25,Female,38,6293.0,2,372,Churned
101581,37,Female,46,8809.59,0,388,Churned
101582,48,,10,42372.53,2,257,Active
101583,22,Male,9,45467.76,1,134,Active
101584,35,M,52,24353.13,1,285,Churned
101585,40,Female,51,22965.69,2,236,Active
101586,43,M,22,40331.09,3,387,ACTIVE
101587,37,M,68,23616.48,2,384,Active
101588,30,F,5,70139.64,1,109,Active
101589,25,Male,29,29314.75,2,344,Active
101590,36,F,6,17266.22,0,137,Active
101591,999,Male,69,11801.4,5,337,active
101592,0,Male,58,47746.41,0,235,Active
101593,40,Female,43,25172.96,0,59,ACTIVE
101594,45,M,69,14970.82,1,294,Active
101595,6,Female,37,,0,42,Active
101596,22,M,58,23783.24,1,248,Churned
101597,42,Female,37,47311.68,0,50,ACTIVE
101598,59,Male,26,13926.43,4,270,Churned
101599,35,F,42,55227.48,3,382,Active
101600,26,Male,16,23561.29,1,356,Active
101601,32,F,22,37134.91,0,173,Active
101602,51,Male,23,49458.09,0,289,Churned
101603,27,Female,47,41227.89,3,162,Active
101604,25,Female,67,50005.28,0,67,ACTIVE
101605,29,Male,3,24872.07,0,340,active
101606,23,Male,12,72295.29,99,323,ACTIVE
101607,36,Male,23,34965.24,1,326,Active
101608,54,Male,11,24823.09,0,221,CHURNED
101609,38,Male,52,22933.15,3,167,Active
101610,31,Female,50,4159.43,2,171,Active
101611,31,Female,57,51675.63,0,223,Active
101612,16,Female,64,20426.13,0,167,Active
101613,45,F,46,71960.84,0,369,Active
101614,34,Female,29,16572.91,2,85,Active
101615,32,Female,70,40182.35,0,115,Active
101616,73,Female,46,55424.83,0,300,Active
101617,38,Female,16,65388.53,1,385,Churned
101618,25,Female,51,12578.11,1,353,Churned
101619,29,Male,11,73919.71,4,50,Active
101620,48,M,11,68099.42,3,376,Active
101621,36,Female,63,72250.88,4,372,Churned
101622,-5,Male,53,64097.64,0,318,Active
101623,46,Female,58,₹65947.52,2,218,active
101624,26,Male,19,45313.34,0,259,Churned
101625,57,Male,32,63552.94,0,136,Active
101626,47,Male,50,40516.99,1,304,Active
101627,29,Female,55,40828.07,2,370,Active
101628,50,Female,41,42630.93,1,96,Active
101629,35,M,70,74727.53,0,169,Churned
101630,45,Male,21,8725.22,0,313,Churned
101631,40,Female,26,60615.14,0,225,ACTIVE
101632,24,Female,1,21225.13,3,341,Active
101633,27,Male,27,27730.8,0,346,Churned
101634,47,Female,50,6959.46,0,375,active
101635,30,Male,66,27016.46,3,334,Churned
101636,30,Male,65,74316.44,0,284,Active
101637,23,Female,10,30383.13,0,348,Active
101638,40,Female,37,50556.91,1,341,Active
101639,59,Male,69,9932.78,0,368,Active
101640,22,Male,41,69264.79,0,187,Active
101641,35,Male,46,62253.16,1,374,Active
101642,51,Male,45,29585.78,0,294,Active
101643,34,Male,27,26786.29,2,321,ACTIVE
101644,40,Male,65,32987.76,5,282,Churned
101645,22,Female,8,30693.11,4,243,Active
101646,40,Female,67,20095.76,1,27,Active
101647,32,Female,49,74322.62,0,151,Active
101648,46,Female,14,60980.44,0,199,Churned
101649,49,Male,62,20826.32,0,278,Active
101650,66,Male,43,73647.64,0,227,Active
101651,41,M,27,2149.23,0,196,Churned
101652,38,Male,27,33404.43,0,221,Active
101653,37,Male,68,43141.9,2,357,Active
101654,30,Male,48,3781.41,0,228,Active
101655,39,Female,67,12916.75,2,67,Active
101656,31,Female,25,20101.7,0,325,Active
101657,37,,64,54296.8,3,338,Active
101658,50,F,24,70541.02,1,98,ACTIVE
101659,22,Female,9,47215.6,0,15,Churned
101660,48,Male,8,42636.96,0,382,Active
101661,50,Male,59,40720.17,2,114,Active
101662,33,Male,17,26952.07,0,104,Active
101663,9,Male,43,62250.86,0,307,Churned
101664,-5,Male,68,41016.79,1,193,Active
101665,50,Male,4,18027.64,0,214,Active
101666,34,Male,8,11125.51,1,145,Active
101667,999,Male,42,73927.93,0,97,CHURNED
101668,28,,49,2293.02,4,52,Active
101669,45,Female,6,70074.56,0,58,ACTIVE
101670,41,,42,17154.44,4,209,Active
101671,32,Male,32,49658.67,0,185,Churned
101672,30,Female,15,23313.41,1,166,Churned
101673,30,Male,69,64625.97,0,69,Churned
101674,23,Male,27,,2,123,Churned
101675,54,Male,66,11438.27,0,37,active
101676,31,F,59,20967.79,3,235,CHURNED
101677,999,,28,24703.57,0,75,Active
101678,53,Male,24,66558.25,0,108,Churned
101679,46,Male,51,57738.64,0,291,Churned
101680,29,Female,21,62389.46,2,295,Active
101681,39,Male,31,4866.66,0,174,Active
101682,34,Male,50,43829.88,1,118,Active
101683,24,Male,40,74939.09,1,144,Active
101684,38,Female,68,59104.77,0,344,ACTIVE
101685,20,Male,16,9932.37,2,159,Churned
101686,49,Male,63,51232.54,0,270,Churned
101687,29,Male,56,56153.96,0,241,CHURNED
101688,37,Female,24,39054.38,1,47,Active
101689,38,,28,6827.73,0,363,Churned
101690,31,Male,31,3566.78,0,333,Churned
101691,42,M,15,70397.92,0,102,Active
101692,29,M,42,20056.03,1,273,Active
101693,45,,50,29043.64,0,380,Active
101694,18,Female,5,59850.54,0,124,Active
101695,36,Female,48,52005.3,0,184,Active
101696,58,M,13,72673.86,0,164,Active
101697,22,Male,32,7870.1,0,373,Churned
101698,-5,Female,67,53312.05,2,170,Active
101699,41,,30,7084.94,0,82,Churned
101700,37,Female,6,1012.25,2,147,ACTIVE
101701,39,,25,9897.04,0,135,Churned
101702,40,Female,28,46637.71,0,311,Active
101703,42,M,62,51038.26,0,158,ACTIVE
101704,48,Female,22,33437.15,0,332,Active
101705,39,Female,68,4409.23,0,203,ACTIVE
101706,32,Female,15,47920.39,4,120,Active
101707,43,F,26,7350.49,0,29,Active
101708,57,M,63,11487.75,0,162,Active
101709,33,M,18,38930.6,0,162,Churned
101710,23,Female,63,26187.62,5,342,Active
101711,48,Male,62,35391.79,0,2,Active
101712,33,Male,68,47995.69,0,47,Churned
101713,8,F,48,12840.52,0,100,Active
101714,45,Female,50,67088.42,2,224,Active
101715,28,Male,63,₹42401.52,1,57,Churned
101716,33,Male,69,2634.9,1,122,Active
101717,38,M,6,47505.51,3,145,active
101718,37,M,58,35275.24,1,354,Active
101719,43,M,51,52921.29,5,154,Active
101720,29,Female,12,59018.49,1,381,Churned
101721,41,Male,47,70474.52,0,138,Churned
101722,31,Male,9,74877.59,0,39,Active
101723,43,Male,7,41671.66,2,265,Active
101724,42,M,29,42551.62,0,281,Active
101725,23,Male,51,2660.95,1,148,Active
101726,48,Female,55,65022.62,3,15,Active
101727,28,Female,59,3125.13,0,232,Churned
101728,44,Female,56,47817.2,2,113,Active
101729,39,F,22,8294.7,0,347,ACTIVE
101730,57,Male,18,22152.06,0,139,Active
101731,32,Female,58,11384.39,1,144,Churned
101732,30,Male,40,11167.18,1,152,Active
101733,34,Male,31,6520.47,3,242,Churned
101734,31,Female,56,24523.27,1,148,CHURNED
101735,44,Male,35,32350.2,3,264,Churned
101736,15,Female,26,35371.02,1,271,Churned
101737,22,Female,68,,0,77,active
101738,22,Male,34,39753.21,0,381,Active
101739,46,Male,16,64624.23,0,78,Active
101740,55,Female,42,47752.95,1,303,Churned
101741,33,M,5,2279.14,1,216,Active
101742,999,Female,61,13798.47,5,119,Active
101743,35,Female,44,26822.29,0,229,Active
101744,48,Female,35,71229.23,0,152,Active
101745,23,Female,1,6777.88,0,303,Active
101746,37,Male,43,53548.83,1,18,Active
101747,46,Female,32,3448.89,3,170,CHURNED
101748,41,Female,63,27827.75,0,96,Active
101749,37,Female,33,57991.01,0,165,Active
101750,47,Female,66,26450.77,1,33,Churned
101751,2,,30,32840.87,0,385,CHURNED
101752,43,Male,10,67992.54,0,240,Active
101753,27,,23,5896.51,1,348,Active
101754,13,Female,39,40047.01,0,273,Churned
101755,41,Female,45,28101.58,0,46,CHURNED
101756,51,Male,29,72322.06,2,79,active
101757,33,Male,30,59733.05,0,351,Churned
101758,46,Female,34,10033.68,0,162,Active
101759,54,Female,52,69628.32,0,259,Active
101760,50,Male,22,16629.78,0,56,Active
101761,54,Female,5,7276.51,1,140,Churned
101762,999,Male,11,41077.9,2,26,Active
101763,35,,32,55510.74,0,152,Active
101764,15,F,24,53987.77,1,316,Active
101765,32,Male,11,40520.15,0,58,Active
101766,24,M,11,37462.57,1,226,Active
101767,61,F,17,72746.25,2,264,Active
101768,32,Male,32,61721.35,0,251,Churned
101769,36,Female,27,52699.36,0,204,Churned
101770,41,Female,32,15445.65,3,26,Churned
101771,35,Female,61,61663.03,2,366,active
101772,55,Male,25,56483.78,3,49,Churned
101773,27,Male,64,74409.97,0,299,Active
101774,37,Female,64,10841.64,0,211,Active
101775,26,Male,28,53931.86,0,21,Churned
101776,999,M,40,73452.16,0,397,Active
101777,27,Male,14,35231.88,1,355,Churned
101778,34,Female,42,55272.37,3,387,Churned
101779,29,F,39,73177.43,0,89,CHURNED
101780,26,Female,2,41513.88,0,277,Active
101781,18,Female,1,52729.08,0,14,Active
101782,34,,32,2486.28,0,136,Active
101783,16,F,64,39455.22,1,7,active
101784,44,Male,31,19929.23,3,228,CHURNED
101785,35,Female,58,10712.1,3,99,Active
101786,17,,14,53436.26,0,187,Active
101787,31,Male,69,3892.62,2,130,Active
101788,25,Male,16,67960.02,0,325,Active
101789,38,Male,69,39315.25,0,172,Churned
101790,51,Male,54,48969.03,0,66,Active
101791,12,Female,13,19754.18,0,18,Active
101792,36,Female,31,14482.28,5,207,Active
101793,33,,69,19037.77,1,144,Active
101794,43,Female,21,18189.68,0,268,Active
101795,37,Male,30,64973.12,2,364,Churned
101796,25,Male,23,59263.12,0,316,Active
101797,31,,38,64102.5,1,310,Active
101798,25,Male,29,55380.53,1,40,Active
101799,999,Male,32,48622.73,0,171,Active
101800,35,F,62,40062.73,0,150,Churned
101801,57,Female,45,20645.66,5,4,Active
101802,34,Male,49,53196.86,0,277,Active
101803,26,F,33,11107.25,0,170,Active
101804,16,,4,38818.55,1,347,ACTIVE
101805,13,Male,18,15450.33,1,297,Active
101806,15,M,70,38352.19,2,96,Active
101807,38,Male,64,22749.15,2,36,Active
101808,41,Female,28,4957.5,1,122,Churned
101809,16,F,58,38274.47,0,273,Churned
101810,45,,56,14455.44,3,182,Active
101811,29,Male,20,12925.47,0,347,Active
101812,36,Male,34,29443.08,0,391,Active
101813,54,Male,10,,0,374,CHURNED
101814,45,Female,22,65154.88,0,358,Active
101815,31,Male,5,42783.14,0,62,Churned
101816,24,Female,44,64237.99,0,118,CHURNED
101817,9,Male,9,11865.84,1,340,Active
101818,26,Female,43,27440.96,0,252,Active
101819,32,Male,4,42094.39,0,313,Active
101820,23,M,42,12331.48,0,99,active
101821,33,Male,65,10476.22,2,289,Active
101822,35,Male,41,49943.72,5,251,Active
101823,32,M,64,49383.71,0,26,Active
101824,27,Female,55,18327.74,1,88,Active
101825,37,Male,18,17807.14,4,280,ACTIVE
101826,40,Male,16,56162.99,0,287,Churned
101827,21,Female,46,9657.1,3,283,Active
101828,51,Male,36,69321.5,4,49,active
101829,33,Female,66,,0,73,Churned
101830,35,Female,44,,0,194,active
101831,43,Male,5,16590.12,4,198,Churned
101832,37,Female,29,2243.33,0,153,Churned
101833,46,Female,4,70315.12,0,16,Churned
101834,38,F,49,26453.92,0,109,Active
101835,27,Male,8,23970.36,0,390,Active
101836,39,Female,52,₹20364.14,4,87,Active
101837,21,Male,69,19095.68,0,367,Active
101838,36,Female,21,55356.94,0,121,Churned
101839,34,F,27,68184.13,2,197,active
101840,32,Male,38,59168.17,3,145,Churned
101841,33,F,5,50883.99,4,9,ACTIVE
101842,12,Female,61,22294.06,0,346,Active
101843,28,F,8,41475.3,5,269,Churned
101844,36,Female,18,18535.57,1,391,CHURNED
101845,-5,Male,4,9251.53,2,240,Churned
101846,22,Male,4,9901.68,0,18,Churned
101847,50,Male,37,45678.91,4,101,CHURNED
101848,24,Male,15,3847.49,1,45,active
101849,46,Female,38,73020.83,0,288,Churned
101850,40,Female,27,74664.52,0,7,Active
101851,27,,48,12057.43,3,276,Churned
101852,56,Female,46,32620.38,3,237,Active
101853,20,Female,46,57837.63,0,378,Active
101854,46,F,48,71674.95,1,366,Active
101855,47,M,59,66957.77,3,190,Active
101856,26,Male,4,19851.88,0,14,Churned
101857,51,Female,19,7304.57,0,265,Churned
101858,31,Male,57,22365.97,2,356,ACTIVE
101859,38,Male,19,33355.57,0,177,Churned
101860,38,Male,42,27635.44,0,90,Churned
101861,33,M,5,58266.32,0,93,Churned
101862,44,Female,48,20076.3,2,16,Churned
101863,44,Female,25,64539.15,0,223,Active
101864,14,,67,17696.95,0,152,active
101865,50,Male,26,27740.05,0,136,Churned
101866,15,Female,62,34137.87,0,218,Active
101867,47,Female,7,22550.14,0,335,Churned
101868,48,Male,44,57711.55,0,250,Active
101869,21,Female,27,31306.49,0,370,Active
101870,30,Male,42,66639.91,0,138,Active
101871,21,M,56,72305.56,0,24,Churned
101872,32,Male,3,64625.73,1,241,Churned
101873,31,Male,13,39674.26,5,136,Active
101874,44,Female,70,38725.82,1,1,Active
101875,50,Male,59,16974.58,2,245,Churned
101876,51,Male,38,44828.55,5,330,CHURNED
101877,28,Female,68,71501.7,0,111,Active
101878,32,Male,69,6964.88,0,358,Active
101879,14,Female,1,56681.85,1,31,Churned
101880,25,Female,50,65345.93,0,230,Active
101881,46,Female,9,,1,77,Active
101882,54,Female,53,25772.07,1,62,Churned
101883,20,Male,10,27312.49,3,35,Churned
101884,27,Male,29,18003.37,3,172,Churned
101885,34,Female,36,59390.71,0,175,CHURNED
101886,38,M,27,11362.93,0,22,Active
101887,25,Male,18,20814.76,0,135,Active
101888,40,Female,18,22849.41,0,134,active
101889,29,Female,9,28744.87,1,12,Active
101890,34,Female,67,32203.2,0,387,Churned
101891,41,Female,7,42367.85,5,100,ACTIVE
101892,35,Male,58,71179.63,0,43,Churned
101893,29,Female,30,19298.7,0,330,Churned
101894,33,Male,61,58662.32,3,264,Active
101895,33,Female,17,51052.88,1,201,Active
101896,-5,M,53,9587.72,1,141,Churned
101897,31,Female,6,60967.88,1,184,Churned
101898,54,Male,39,7705.27,0,250,Active
101899,41,,25,55680.54,2,147,Active
101900,31,F,42,53968.22,0,279,Active
101901,43,Female,42,52015.74,0,299,Active
101902,30,Female,59,21475.23,0,280,Churned
101903,49,Male,38,43429.16,3,387,Active
101904,39,F,31,57356.76,0,225,Active
101905,33,Female,29,48181.8,2,215,Active
101906,40,M,9,60518.62,1,398,Active
101907,16,Male,1,51903.3,0,343,active
101908,21,Male,47,,0,155,Churned
101909,20,,10,12326.18,3,140,Active
101910,36,Female,16,47766.44,1,46,Churned
101911,55,Male,47,57222.12,0,111,Active
101912,61,Male,43,11531.9,1,199,Churned
101913,42,Female,24,13936.71,1,228,Active
101914,41,Male,8,1893.13,0,302,Active
101915,13,Female,26,40349.44,1,82,Active
101916,28,Female,7,41129.54,1,144,Active
101917,25,Female,15,38005.61,0,58,Active
101918,27,Male,48,24384.74,2,142,Active
101919,32,,3,32658.03,3,341,Active
101920,29,Male,16,57701.52,0,25,Churned
101921,11,Female,14,14452.97,0,102,Active
101922,43,Male,3,15914.54,1,143,Active
101923,22,Female,70,50356.39,0,74,Active
101924,37,,31,65150.66,3,44,ACTIVE
101925,59,M,17,26189.12,0,393,Active
101926,23,Female,49,70023.08,4,348,Active
101927,4,Female,3,5268.03,1,241,Active
101928,-5,M,55,9770.43,0,82,Churned
101929,48,F,40,35037.01,0,395,Active
101930,999,,66,54537.91,1,358,active
101931,20,Male,40,28441.94,3,66,Active
101932,40,,30,42051.3,3,278,Active
101933,29,Male,25,3114.23,1,87,Active
101934,33,Male,7,35175.74,0,365,Active
101935,-5,Male,50,18950.59,1,346,Active
101936,16,Male,1,39211.29,0,41,Active
101937,38,Female,44,39911.66,0,379,Active
101938,40,M,49,56733.76,0,204,Active
101939,48,Female,7,40948.28,0,368,Active
101940,36,Female,3,46455.92,3,349,ACTIVE
101941,38,Female,1,40193.85,0,339,CHURNED
101942,30,Female,51,74287.93,1,226,active
101943,38,Male,38,59579.83,1,48,Churned
101944,30,M,43,56917.73,3,283,Churned
101945,42,Female,55,47417.2,2,350,Active
101946,30,Female,57,40099.43,2,229,ACTIVE
101947,39,Female,53,26512.03,0,348,Active
101948,34,F,33,59013.63,3,198,Active
101949,48,Male,62,15031.08,0,192,active
101950,34,Male,11,3704.62,0,312,Churned
101951,13,Female,52,52664.73,99,391,Active
101952,50,Female,1,11719.03,4,70,Active
101953,24,F,14,67883.13,0,21,Active
101954,27,Male,21,58030.42,1,47,Active
101955,27,Male,34,45566.08,0,316,CHURNED
101956,51,F,14,24230.42,2,368,active
101957,9,Female,40,48207.73,2,233,Active
101958,72,Female,35,36287.4,0,90,Active
